"","Station","Year","Lat","Long","Rain"
"631","Pasir Panjang",2014,1.281,103.754,1810.6
"632","Pasir Panjang",2015,1.281,103.754,1626.4
"633","Pasir Panjang",2016,1.281,103.754,2031
"634","Pasir Panjang",2017,1.281,103.754,2079.6
"635","Pasir Panjang",2018,1.281,103.754,2254.2
"636","Pasir Panjang",2019,1.281,103.754,1611.6
"637","Pasir Panjang",2020,1.281,103.754,177.2
"638","Pasir Ris (Central)",2010,1.3679,103.9489,2152.4
"639","Pasir Ris (Central)",2011,1.3679,103.9489,2888.2
"640","Pasir Ris (Central)",2012,1.3679,103.9489,2293.2
"641","Pasir Ris (Central)",2013,1.3679,103.9489,2739
"642","Pasir Ris (Central)",2014,1.3679,103.9489,1792.4
"643","Pasir Ris (Central)",2015,1.3679,103.9489,1313.4
"644","Pasir Ris (Central)",2016,1.3679,103.9489,1643.4
"645","Pasir Ris (Central)",2017,1.3679,103.9489,2462
"646","Pasir Ris (Central)",2018,1.3679,103.9489,1884.8
"647","Pasir Ris (Central)",2019,1.3679,103.9489,1374.6
"648","Pasir Ris (Central)",2020,1.3679,103.9489,91.6
"649","Pasir Ris (West)",1980,1.3863,103.9412,2418.5
"650","Pasir Ris (West)",1981,1.3863,103.9412,1429.3
"651","Pasir Ris (West)",1982,1.3863,103.9412,1747.5
"652","Pasir Ris (West)",1983,1.3863,103.9412,1719.3
"653","Pasir Ris (West)",1984,1.3863,103.9412,2791.7
"654","Pasir Ris (West)",1985,1.3863,103.9412,2158.8
"655","Pasir Ris (West)",1986,1.3863,103.9412,2164
"656","Pasir Ris (West)",1987,1.3863,103.9412,2105.6
"657","Pasir Ris (West)",1988,1.3863,103.9412,2359.7
"658","Pasir Ris (West)",1989,1.3863,103.9412,2588.2
"659","Pasir Ris (West)",1990,1.3863,103.9412,1581.7
"660","Pasir Ris (West)",1991,1.3863,103.9412,1980.7
"661","Pasir Ris (West)",1992,1.3863,103.9412,2278.4
"662","Pasir Ris (West)",1993,1.3863,103.9412,2522.2
"663","Pasir Ris (West)",1994,1.3863,103.9412,2143.6
"664","Pasir Ris (West)",1995,1.3863,103.9412,2493.8
"665","Pasir Ris (West)",1996,1.3863,103.9412,2722.6
"666","Pasir Ris (West)",1997,1.3863,103.9412,1210
"667","Pasir Ris (West)",1998,1.3863,103.9412,2633.5
"668","Pasir Ris (West)",1999,1.3863,103.9412,2405.4
"669","Pasir Ris (West)",2000,1.3863,103.9412,2270.3
"670","Pasir Ris (West)",2001,1.3863,103.9412,2565.6
"671","Pasir Ris (West)",2002,1.3863,103.9412,2104.8
"672","Pasir Ris (West)",2003,1.3863,103.9412,2554
"673","Pasir Ris (West)",2004,1.3863,103.9412,2188.2
"674","Pasir Ris (West)",2005,1.3863,103.9412,2331.4
"675","Pasir Ris (West)",2006,1.3863,103.9412,3229
"676","Pasir Ris (West)",2007,1.3863,103.9412,3226.9
"677","Pasir Ris (West)",2008,1.3863,103.9412,2595.5
"678","Pasir Ris (West)",2009,1.3863,103.9412,1833.3
"679","Pasir Ris (West)",2010,1.3863,103.9412,2139.1
"680","Pasir Ris (West)",2011,1.3863,103.9412,2775.9
"681","Pasir Ris (West)",2012,1.3863,103.9412,2459.4
"682","Pasir Ris (West)",2013,1.3863,103.9412,2630.4
"683","Pasir Ris (West)",2014,1.3863,103.9412,1684.6
"684","Pasir Ris (West)",2015,1.3863,103.9412,895.1
"685","Pasir Ris (West)",2016,1.3863,103.9412,988.2
"686","Pasir Ris (West)",2017,1.3863,103.9412,2217.8
"687","Pasir Ris (West)",2018,1.3863,103.9412,1682.2
"688","Pasir Ris (West)",2019,1.3863,103.9412,1588.5
"689","Pasir Ris (West)",2020,1.3863,103.9412,123
"690","Paya Lebar",1980,1.3524,103.9007,2325.7
"691","Paya Lebar",1981,1.3524,103.9007,1521
"692","Paya Lebar",1982,1.3524,103.9007,1749.6
"693","Paya Lebar",1983,1.3524,103.9007,1831
"694","Paya Lebar",1984,1.3524,103.9007,2883.2
"695","Paya Lebar",1985,1.3524,103.9007,2453.5
"696","Paya Lebar",1986,1.3524,103.9007,2289.1
"697","Paya Lebar",1987,1.3524,103.9007,2259.6
"698","Paya Lebar",1988,1.3524,103.9007,2714.9
"699","Paya Lebar",1989,1.3524,103.9007,2605.7
"700","Paya Lebar",1990,1.3524,103.9007,1746.7
"701","Paya Lebar",1991,1.3524,103.9007,2038.2
"702","Paya Lebar",1992,1.3524,103.9007,2312.5
"703","Paya Lebar",1993,1.3524,103.9007,2817.6
"704","Paya Lebar",1994,1.3524,103.9007,2314.7
"705","Paya Lebar",1995,1.3524,103.9007,2518.5
"706","Paya Lebar",1996,1.3524,103.9007,2913
"707","Paya Lebar",1997,1.3524,103.9007,1394.7
"708","Paya Lebar",1998,1.3524,103.9007,2784.5
"709","Paya Lebar",1999,1.3524,103.9007,2792.7
"710","Paya Lebar",2000,1.3524,103.9007,2615.4
"711","Paya Lebar",2001,1.3524,103.9007,2540.9
"712","Paya Lebar",2002,1.3524,103.9007,2063.9
"713","Paya Lebar",2003,1.3524,103.9007,2649.7
"714","Paya Lebar",2004,1.3524,103.9007,2491.3
"715","Paya Lebar",2005,1.3524,103.9007,2079.9
"716","Paya Lebar",2006,1.3524,103.9007,2887.1
"717","Paya Lebar",2007,1.3524,103.9007,2819
"718","Paya Lebar",2008,1.3524,103.9007,2716
"719","Paya Lebar",2009,1.3524,103.9007,1971.8
"720","Paya Lebar",2010,1.3524,103.9007,2725.1
"721","Paya Lebar",2011,1.3524,103.9007,3183.3
"722","Paya Lebar",2012,1.3524,103.9007,2555.4
"723","Paya Lebar",2013,1.3524,103.9007,3271.6
"724","Paya Lebar",2014,1.3524,103.9007,2056.5
"725","Paya Lebar",2015,1.3524,103.9007,1576.8
"726","Paya Lebar",2016,1.3524,103.9007,2204.5
"727","Paya Lebar",2017,1.3524,103.9007,2890
"728","Paya Lebar",2018,1.3524,103.9007,2400.1
"729","Paya Lebar",2019,1.3524,103.9007,1901.2
"730","Paya Lebar",2020,1.3524,103.9007,159.2
"731","Pulau Ubin",2009,1.4168,103.9673,1915.8
"732","Pulau Ubin",2010,1.4168,103.9673,2133.6
"733","Pulau Ubin",2011,1.4168,103.9673,2371
"734","Pulau Ubin",2012,1.4168,103.9673,2354.5
"735","Pulau Ubin",2013,1.4168,103.9673,1829.4
"736","Pulau Ubin",2014,1.4168,103.9673,1553.7
"737","Pulau Ubin",2015,1.4168,103.9673,1279
"738","Pulau Ubin",2016,1.4168,103.9673,1934.2
"739","Pulau Ubin",2017,1.4168,103.9673,2399
"740","Pulau Ubin",2018,1.4168,103.9673,2072
"741","Pulau Ubin",2019,1.4168,103.9673,1403
"742","Pulau Ubin",2020,1.4168,103.9673,133.6
"743","Punggol",2009,1.4029,103.9092,1271.4
"744","Punggol",2010,1.4029,103.9092,2648.7
"745","Punggol",2011,1.4029,103.9092,2775.8
"746","Punggol",2012,1.4029,103.9092,2508.2
"747","Punggol",2013,1.4029,103.9092,2814.8
"748","Punggol",2014,1.4029,103.9092,1800.2
"749","Punggol",2015,1.4029,103.9092,1465
"750","Punggol",2016,1.4029,103.9092,2020.2
"751","Punggol",2017,1.4029,103.9092,2644.8
"752","Punggol",2018,1.4029,103.9092,2444.4
"753","Punggol",2019,1.4029,103.9092,1837.6
"754","Punggol",2020,1.4029,103.9092,153
"755","Queenstown",1980,1.2937,103.8125,1388.9
"756","Queenstown",1981,1.2937,103.8125,483.3
"757","Queenstown",1982,1.2937,103.8125,1363.8
"758","Queenstown",1983,1.2937,103.8125,1620.5
"759","Queenstown",1984,1.2937,103.8125,3079.5
"760","Queenstown",1985,1.2937,103.8125,2491.9
"761","Queenstown",1986,1.2937,103.8125,2669.7
"762","Queenstown",1987,1.2937,103.8125,2449.3
"763","Queenstown",1988,1.2937,103.8125,2612.6
"764","Queenstown",1989,1.2937,103.8125,2390
"765","Queenstown",1990,1.2937,103.8125,1885.7
"766","Queenstown",1991,1.2937,103.8125,1938.5
"767","Queenstown",1992,1.2937,103.8125,2472.2
"768","Queenstown",1993,1.2937,103.8125,2899.2
"769","Queenstown",1994,1.2937,103.8125,2561.7
"770","Queenstown",1995,1.2937,103.8125,2922.2
"771","Queenstown",1996,1.2937,103.8125,2209.8
"772","Queenstown",1997,1.2937,103.8125,1601.3
"773","Queenstown",1998,1.2937,103.8125,2933.3
"774","Queenstown",1999,1.2937,103.8125,2472.7
"775","Queenstown",2000,1.2937,103.8125,2423.6
"776","Queenstown",2001,1.2937,103.8125,2229
"777","Queenstown",2002,1.2937,103.8125,2236.4
"778","Queenstown",2003,1.2937,103.8125,2905.1
"779","Queenstown",2004,1.2937,103.8125,2961.6
"780","Queenstown",2005,1.2937,103.8125,2185.6
"781","Queenstown",2006,1.2937,103.8125,2552.6
"782","Queenstown",2007,1.2937,103.8125,2859.5
"783","Queenstown",2008,1.2937,103.8125,2856.6
"784","Queenstown",2009,1.2937,103.8125,2129.2
"785","Queenstown",2010,1.2937,103.8125,2537.8
"786","Queenstown",2011,1.2937,103.8125,2899.8
"787","Queenstown",2012,1.2937,103.8125,2402.6
"788","Queenstown",2013,1.2937,103.8125,2638.1
"789","Queenstown",2014,1.2937,103.8125,2212.4
"790","Queenstown",2015,1.2937,103.8125,1637.2
"791","Queenstown",2016,1.2937,103.8125,2378
"792","Queenstown",2017,1.2937,103.8125,2511.2
"793","Queenstown",2018,1.2937,103.8125,2381.8
"794","Queenstown",2019,1.2937,103.8125,1651.8
"795","Queenstown",2020,1.2937,103.8125,170.8
"796","Seletar",1980,1.4166,103.8654,2937.7
"797","Seletar",1981,1.4166,103.8654,1683.1
"798","Seletar",1982,1.4166,103.8654,2014.7
"799","Seletar",1983,1.4166,103.8654,1748.4
"800","Seletar",1984,1.4166,103.8654,2991.7
"801","Seletar",1985,1.4166,103.8654,2369.9
"802","Seletar",1986,1.4166,103.8654,2227.7
"803","Seletar",1987,1.4166,103.8654,2187.7
"804","Seletar",1988,1.4166,103.8654,2451.5
"805","Seletar",1989,1.4166,103.8654,2851.2
"806","Seletar",1990,1.4166,103.8654,1841.2
"807","Seletar",1991,1.4166,103.8654,1956.6
"808","Seletar",1992,1.4166,103.8654,2495.8
"809","Seletar",1993,1.4166,103.8654,2678.1
"810","Seletar",1994,1.4166,103.8654,2816.6
"811","Seletar",1995,1.4166,103.8654,2732.1
"812","Seletar",1996,1.4166,103.8654,2933.3
"813","Seletar",1997,1.4166,103.8654,1554.9
"814","Seletar",1998,1.4166,103.8654,2490.7
"815","Seletar",1999,1.4166,103.8654,2595.4
"816","Seletar",2000,1.4166,103.8654,3062.5
"817","Seletar",2001,1.4166,103.8654,2860.4
"818","Seletar",2002,1.4166,103.8654,2094.6
"819","Seletar",2003,1.4166,103.8654,2733.7
"820","Seletar",2004,1.4166,103.8654,2709.5
"821","Seletar",2005,1.4166,103.8654,2654.4
"822","Seletar",2006,1.4166,103.8654,3016.7
"823","Seletar",2007,1.4166,103.8654,3361.1
"824","Seletar",2008,1.4166,103.8654,2616.6
"825","Seletar",2009,1.4166,103.8654,2175
"826","Seletar",2010,1.4166,103.8654,2896.5
"827","Seletar",2011,1.4166,103.8654,3382.8
"828","Seletar",2012,1.4166,103.8654,3033.6
"829","Seletar",2013,1.4166,103.8654,3474.8
"830","Seletar",2014,1.4166,103.8654,2020.5
"831","Seletar",2015,1.4166,103.8654,1856.8
"832","Seletar",2016,1.4166,103.8654,2184.1
"833","Seletar",2017,1.4166,103.8654,2890.3
"834","Seletar",2018,1.4166,103.8654,2817.2
"835","Seletar",2019,1.4166,103.8654,1725.1
"836","Seletar",2020,1.4166,103.8654,112.2
"837","Sembawang",1991,1.4252,103.8202,2376.7
"838","Sembawang",1992,1.4252,103.8202,2625.4
"839","Sembawang",1993,1.4252,103.8202,2365.3
"840","Sembawang",1994,1.4252,103.8202,2518.3
"841","Sembawang",1995,1.4252,103.8202,2843.9
"842","Sembawang",1996,1.4252,103.8202,2681.9
"843","Sembawang",1997,1.4252,103.8202,2018.2
"844","Sembawang",1998,1.4252,103.8202,2408.5
"845","Sembawang",1999,1.4252,103.8202,2580.6
"846","Sembawang",2000,1.4252,103.8202,2843.2
"847","Sembawang",2001,1.4252,103.8202,2692
"848","Sembawang",2002,1.4252,103.8202,2441.5
"849","Sembawang",2003,1.4252,103.8202,2622.6
"850","Sembawang",2004,1.4252,103.8202,2689.7
"851","Sembawang",2005,1.4252,103.8202,2745.6
"852","Sembawang",2006,1.4252,103.8202,3639.6
"853","Sembawang",2007,1.4252,103.8202,3542.3
"854","Sembawang",2008,1.4252,103.8202,2885.8
"855","Sembawang",2009,1.4252,103.8202,2234.4
"856","Sembawang",2010,1.4252,103.8202,2837
"857","Sembawang",2011,1.4252,103.8202,3409
"858","Sembawang",2012,1.4252,103.8202,3277.1
"859","Sembawang",2013,1.4252,103.8202,3236.7
"860","Sembawang",2014,1.4252,103.8202,2548.4
"861","Sembawang",2015,1.4252,103.8202,2000.3
"862","Sembawang",2016,1.4252,103.8202,2213.5
"863","Sembawang",2017,1.4252,103.8202,3118.5
"864","Sembawang",2018,1.4252,103.8202,2750.9
"865","Sembawang",2019,1.4252,103.8202,2069.3
"866","Sembawang",2020,1.4252,103.8202,110.5
"867","Sentosa Island",1980,1.25,103.8279,2282.7
"868","Sentosa Island",1981,1.25,103.8279,2039.3
"869","Sentosa Island",1982,1.25,103.8279,1872.6
"870","Sentosa Island",1983,1.25,103.8279,1672.7
"871","Sentosa Island",1984,1.25,103.8279,2792.2
"872","Sentosa Island",1985,1.25,103.8279,2088.5
"873","Sentosa Island",1986,1.25,103.8279,2123.3
"874","Sentosa Island",1987,1.25,103.8279,1975
"875","Sentosa Island",1988,1.25,103.8279,2630.1
"876","Sentosa Island",1989,1.25,103.8279,2093.5
"877","Sentosa Island",1990,1.25,103.8279,2007.9
"878","Sentosa Island",1991,1.25,103.8279,1759.1
"879","Sentosa Island",1992,1.25,103.8279,2489.6
"880","Sentosa Island",1993,1.25,103.8279,2345
"881","Sentosa Island",1994,1.25,103.8279,2210.6
"882","Sentosa Island",1995,1.25,103.8279,2270.4
"883","Sentosa Island",1996,1.25,103.8279,1949.3
"884","Sentosa Island",1997,1.25,103.8279,1272.4
"885","Sentosa Island",1998,1.25,103.8279,2583.3
"886","Sentosa Island",1999,1.25,103.8279,2322.7
"887","Sentosa Island",2000,1.25,103.8279,2415.4
"888","Sentosa Island",2001,1.25,103.8279,2316.6
"889","Sentosa Island",2002,1.25,103.8279,1821.3
"890","Sentosa Island",2003,1.25,103.8279,2492
"891","Sentosa Island",2004,1.25,103.8279,2123.4
"892","Sentosa Island",2005,1.25,103.8279,2455.3
"893","Sentosa Island",2006,1.25,103.8279,2548.4
"894","Sentosa Island",2007,1.25,103.8279,2908.4
"895","Sentosa Island",2008,1.25,103.8279,2643.8
"896","Sentosa Island",2009,1.25,103.8279,1748
"897","Sentosa Island",2010,1.25,103.8279,2431.9
"898","Sentosa Island",2011,1.25,103.8279,2711
"899","Sentosa Island",2012,1.25,103.8279,2078.6
"900","Sentosa Island",2013,1.25,103.8279,2674.4
"901","Sentosa Island",2014,1.25,103.8279,2118.6
"902","Sentosa Island",2015,1.25,103.8279,1576.2
"903","Sentosa Island",2016,1.25,103.8279,1799.2
"904","Sentosa Island",2017,1.25,103.8279,1860.2
"905","Sentosa Island",2018,1.25,103.8279,1945.2
"906","Sentosa Island",2019,1.25,103.8279,1315.8
"907","Sentosa Island",2020,1.25,103.8279,191.4
"908","Serangoon",1980,1.3382,103.8657,2562.7
"909","Serangoon",1981,1.3382,103.8657,1895.8
"910","Serangoon",1982,1.3382,103.8657,1855.8
"911","Serangoon",1983,1.3382,103.8657,1764.4
"912","Serangoon",1984,1.3382,103.8657,2537.4
"913","Serangoon",1985,1.3382,103.8657,2537.1
"914","Serangoon",1986,1.3382,103.8657,2186
"915","Serangoon",1987,1.3382,103.8657,2383.6
"916","Serangoon",1988,1.3382,103.8657,2489.2
"917","Serangoon",1989,1.3382,103.8657,2759.2
"918","Serangoon",1990,1.3382,103.8657,1921.2
"919","Serangoon",1991,1.3382,103.8657,2122.8
"920","Serangoon",1992,1.3382,103.8657,2758.5
"921","Serangoon",1993,1.3382,103.8657,2792.3
"922","Serangoon",1994,1.3382,103.8657,2607.3
"923","Serangoon",1995,1.3382,103.8657,2458.5
"924","Serangoon",1996,1.3382,103.8657,2975.2
"925","Serangoon",1997,1.3382,103.8657,1538.6
"926","Serangoon",1998,1.3382,103.8657,2910.2
"927","Serangoon",1999,1.3382,103.8657,2672.6
"928","Serangoon",2000,1.3382,103.8657,2677.8
"929","Serangoon",2001,1.3382,103.8657,2606
"930","Serangoon",2002,1.3382,103.8657,2244.7
"931","Serangoon",2003,1.3382,103.8657,2790
"932","Serangoon",2004,1.3382,103.8657,2837.5
"933","Serangoon",2005,1.3382,103.8657,2400.4
"934","Serangoon",2006,1.3382,103.8657,3005.8
"935","Serangoon",2007,1.3382,103.8657,3184.8
"936","Serangoon",2008,1.3382,103.8657,2791.3
"937","Serangoon",2009,1.3382,103.8657,2332.2
"938","Serangoon",2010,1.3382,103.8657,2663.1
"939","Serangoon",2011,1.3382,103.8657,3144
"940","Serangoon",2012,1.3382,103.8657,2917.6
"941","Serangoon",2013,1.3382,103.8657,3145.3
"942","Serangoon",2014,1.3382,103.8657,2268.6
"943","Serangoon",2015,1.3382,103.8657,1583.7
"944","Serangoon",2016,1.3382,103.8657,2491.8
"945","Serangoon",2017,1.3382,103.8657,1742.2
"946","Serangoon",2018,1.3382,103.8657,1592
"947","Serangoon",2019,1.3382,103.8657,532
"948","Serangoon",2020,1.3382,103.8657,15
"949","Simei",2009,1.3437,103.9444,1182.2
"950","Simei",2010,1.3437,103.9444,2192.5
"951","Simei",2011,1.3437,103.9444,2743.2
"952","Simei",2012,1.3437,103.9444,2214.6
"953","Simei",2013,1.3437,103.9444,2547
"954","Simei",2014,1.3437,103.9444,1621.6
"955","Simei",2015,1.3437,103.9444,1344.6
"956","Simei",2016,1.3437,103.9444,1138.8
"957","Simei",2017,1.3437,103.9444,2261.6
"958","Simei",2018,1.3437,103.9444,1399.9
"959","Simei",2019,1.3437,103.9444,937.9
"960","Simei",2020,1.3437,103.9444,28.7
"961","Somerset (Road)",2011,1.3004,103.8372,2207.4
"962","Somerset (Road)",2012,1.3004,103.8372,2212.4
"963","Somerset (Road)",2013,1.3004,103.8372,2689.6
"964","Somerset (Road)",2014,1.3004,103.8372,2114
"965","Somerset (Road)",2015,1.3004,103.8372,1808
"966","Somerset (Road)",2016,1.3004,103.8372,2024.2
"967","Somerset (Road)",2017,1.3004,103.8372,2370
"968","Somerset (Road)",2018,1.3004,103.8372,2191.4
"969","Somerset (Road)",2019,1.3004,103.8372,1474.6
"970","Somerset (Road)",2020,1.3004,103.8372,134.8
"971","Tai Seng",1980,1.3399,103.8878,2557.2
"972","Tai Seng",1981,1.3399,103.8878,1663.5
"973","Tai Seng",1982,1.3399,103.8878,1758.6
"974","Tai Seng",1983,1.3399,103.8878,1701.8
"975","Tai Seng",1984,1.3399,103.8878,2963.8
"976","Tai Seng",1985,1.3399,103.8878,2487.2
"977","Tai Seng",1986,1.3399,103.8878,2581.8
"978","Tai Seng",1987,1.3399,103.8878,2464.2
"979","Tai Seng",1988,1.3399,103.8878,2480.9
"980","Tai Seng",1989,1.3399,103.8878,2697.7
"981","Tai Seng",1990,1.3399,103.8878,1787.5
"982","Tai Seng",1991,1.3399,103.8878,1956.6
"983","Tai Seng",1992,1.3399,103.8878,2491.8
"984","Tai Seng",1993,1.3399,103.8878,2664
"985","Tai Seng",1994,1.3399,103.8878,2590.5
"986","Tai Seng",1995,1.3399,103.8878,2241.1
"987","Tai Seng",1996,1.3399,103.8878,2924.3
"988","Tai Seng",1997,1.3399,103.8878,1475.5
"989","Tai Seng",1998,1.3399,103.8878,2951.4
"990","Tai Seng",1999,1.3399,103.8878,2804.9
"991","Tai Seng",2000,1.3399,103.8878,2581.6
"992","Tai Seng",2001,1.3399,103.8878,2650.8
"993","Tai Seng",2002,1.3399,103.8878,2159.8
"994","Tai Seng",2003,1.3399,103.8878,2511.1
"995","Tai Seng",2004,1.3399,103.8878,2906.2
"996","Tai Seng",2005,1.3399,103.8878,2481.7
"997","Tai Seng",2006,1.3399,103.8878,2938
"998","Tai Seng",2007,1.3399,103.8878,3014.4
"999","Tai Seng",2008,1.3399,103.8878,2837.1
"1000","Tai Seng",2009,1.3399,103.8878,2268.6
"1001","Tai Seng",2010,1.3399,103.8878,2656.6
"1002","Tai Seng",2011,1.3399,103.8878,3122.7
"1003","Tai Seng",2012,1.3399,103.8878,2510.2
"1004","Tai Seng",2013,1.3399,103.8878,3093.8
"1005","Tai Seng",2014,1.3399,103.8878,1950.4
"1006","Tai Seng",2015,1.3399,103.8878,1584.6
"1007","Tai Seng",2016,1.3399,103.8878,2249.2
"1008","Tai Seng",2017,1.3399,103.8878,2695.8
"1009","Tai Seng",2018,1.3399,103.8878,2184
"1010","Tai Seng",2019,1.3399,103.8878,1638.7
"1011","Tai Seng",2020,1.3399,103.8878,168.8
"1012","Tanjong Katong",1980,1.307,103.8907,1629.4
"1013","Tanjong Katong",1981,1.307,103.8907,1404.7
"1014","Tanjong Katong",1982,1.307,103.8907,1273.7
"1015","Tanjong Katong",1983,1.307,103.8907,1415.5
"1016","Tanjong Katong",1984,1.307,103.8907,2340.9
"1017","Tanjong Katong",1985,1.307,103.8907,2003
"1018","Tanjong Katong",1986,1.307,103.8907,2300.1
"1019","Tanjong Katong",1987,1.307,103.8907,2467.3
"1020","Tanjong Katong",1988,1.307,103.8907,2435.7
"1021","Tanjong Katong",1989,1.307,103.8907,2375.4
"1022","Tanjong Katong",1990,1.307,103.8907,1674.9
"1023","Tanjong Katong",1991,1.307,103.8907,1679.3
"1024","Tanjong Katong",1992,1.307,103.8907,1796.2
"1025","Tanjong Katong",1993,1.307,103.8907,1982.4
"1026","Tanjong Katong",1994,1.307,103.8907,2416.9
"1027","Tanjong Katong",1995,1.307,103.8907,2180.9
"1028","Tanjong Katong",1996,1.307,103.8907,2277.5
"1029","Tanjong Katong",1997,1.307,103.8907,1422.3
"1030","Tanjong Katong",1998,1.307,103.8907,2979.6
"1031","Tanjong Katong",1999,1.307,103.8907,2401.2
"1032","Tanjong Katong",2000,1.307,103.8907,2494.4
"1033","Tanjong Katong",2001,1.307,103.8907,2765.1
"1034","Tanjong Katong",2002,1.307,103.8907,1783.4
"1035","Tanjong Katong",2003,1.307,103.8907,2355.3
"1036","Tanjong Katong",2004,1.307,103.8907,2637.7
"1037","Tanjong Katong",2005,1.307,103.8907,2097.4
"1038","Tanjong Katong",2006,1.307,103.8907,2885.5
"1039","Tanjong Katong",2007,1.307,103.8907,2872.6
"1040","Tanjong Katong",2008,1.307,103.8907,2652.1
"1041","Tanjong Katong",2009,1.307,103.8907,2239.5
"1042","Tanjong Katong",2010,1.307,103.8907,2523.2
"1043","Tanjong Katong",2011,1.307,103.8907,2559.8
"1044","Tanjong Katong",2012,1.307,103.8907,2211.6
"1045","Tanjong Katong",2013,1.307,103.8907,2456.6
"1046","Tanjong Katong",2014,1.307,103.8907,1957
"1047","Tanjong Katong",2015,1.307,103.8907,1249.5
"1048","Tanjong Katong",2016,1.307,103.8907,1949.8
"1049","Tanjong Katong",2017,1.307,103.8907,2227
"1050","Tanjong Katong",2018,1.307,103.8907,1937.4
"1051","Tanjong Katong",2019,1.307,103.8907,1417
"1052","Tanjong Katong",2020,1.307,103.8907,183.8
"1053","Tengah",1980,1.3858,103.7114,2596.8
"1054","Tengah",1981,1.3858,103.7114,2163.2
"1055","Tengah",1982,1.3858,103.7114,2115.3
"1056","Tengah",1983,1.3858,103.7114,1651.2
"1057","Tengah",1984,1.3858,103.7114,3334.3
"1058","Tengah",1985,1.3858,103.7114,2414.5
"1059","Tengah",1986,1.3858,103.7114,2652.2
"1060","Tengah",1987,1.3858,103.7114,2424.3
"1061","Tengah",1988,1.3858,103.7114,2918.7
"1062","Tengah",1989,1.3858,103.7114,2630.3
"1063","Tengah",1990,1.3858,103.7114,1937.4
"1064","Tengah",1991,1.3858,103.7114,2017.1
"1065","Tengah",1992,1.3858,103.7114,2858.4
"1066","Tengah",1993,1.3858,103.7114,2857.7
"1067","Tengah",1994,1.3858,103.7114,2300.3
"1068","Tengah",1995,1.3858,103.7114,3582.9
"1069","Tengah",1996,1.3858,103.7114,2532
"1070","Tengah",1997,1.3858,103.7114,2131.4
"1071","Tengah",1998,1.3858,103.7114,2847.8
"1072","Tengah",1999,1.3858,103.7114,2532.8
"1073","Tengah",2000,1.3858,103.7114,2439.1
"1074","Tengah",2001,1.3858,103.7114,2798.2
"1075","Tengah",2002,1.3858,103.7114,2670.7
"1076","Tengah",2003,1.3858,103.7114,3393
"1077","Tengah",2004,1.3858,103.7114,2898.9
"1078","Tengah",2005,1.3858,103.7114,2658.9
"1079","Tengah",2006,1.3858,103.7114,3190.3
"1080","Tengah",2007,1.3858,103.7114,3542.5
"1081","Tengah",2008,1.3858,103.7114,2763.4
"1082","Tengah",2009,1.3858,103.7114,2159.9
"1083","Tengah",2010,1.3858,103.7114,2987.4
"1084","Tengah",2011,1.3858,103.7114,3669.8
"1085","Tengah",2012,1.3858,103.7114,3022.4
"1086","Tengah",2013,1.3858,103.7114,2860.4
"1087","Tengah",2014,1.3858,103.7114,2536.6
"1088","Tengah",2015,1.3858,103.7114,2003
"1089","Tengah",2016,1.3858,103.7114,2803.5
"1090","Tengah",2017,1.3858,103.7114,2941.7
"1091","Tengah",2018,1.3858,103.7114,3036.4
"1092","Tengah",2019,1.3858,103.7114,2316.4
"1093","Tengah",2020,1.3858,103.7114,126.8
"1094","Toa Payoh",2010,1.3415,103.8519,2580.4
"1095","Toa Payoh",2011,1.3415,103.8519,3079.3
"1096","Toa Payoh",2012,1.3415,103.8519,2782
"1097","Toa Payoh",2013,1.3415,103.8519,3002.6
"1098","Toa Payoh",2014,1.3415,103.8519,2158.7
"1099","Toa Payoh",2015,1.3415,103.8519,1759.6
"1100","Toa Payoh",2016,1.3415,103.8519,2219.8
"1101","Toa Payoh",2017,1.3415,103.8519,2485.8
"1102","Toa Payoh",2018,1.3415,103.8519,2708.4
"1103","Toa Payoh",2019,1.3415,103.8519,1706
"1104","Toa Payoh",2020,1.3415,103.8519,165.8
"1105","Tuas",2009,1.3199,103.6616,2275.4
"1106","Tuas",2010,1.3199,103.6616,2326.6
"1107","Tuas",2011,1.3199,103.6616,2579
"1108","Tuas",2012,1.3199,103.6616,2099.4
"1109","Tuas",2013,1.3199,103.6616,2573.4
"1110","Tuas",2014,1.3199,103.6616,1891.2
"1111","Tuas",2015,1.3199,103.6616,2248.3
"1112","Tuas",2016,1.3199,103.6616,2581.6
"1113","Tuas",2017,1.3199,103.6616,2553.2
"1114","Tuas",2018,1.3199,103.6616,2874.2
"1115","Tuas",2019,1.3199,103.6616,2152.8
"1116","Tuas",2020,1.3199,103.6616,295.4
"1117","Tuas South",2011,1.2938,103.6184,2181.2
"1118","Tuas South",2012,1.2938,103.6184,2573
"1119","Tuas South",2013,1.2938,103.6184,2406
"1120","Tuas South",2014,1.2938,103.6184,1751.8
"1121","Tuas South",2015,1.2938,103.6184,2009
"1122","Tuas South",2016,1.2938,103.6184,2245.2
"1123","Tuas South",2017,1.2938,103.6184,2332.2
"1124","Tuas South",2018,1.2938,103.6184,2397.4
"1125","Tuas South",2019,1.2938,103.6184,1749.4
"1126","Tuas South",2020,1.2938,103.6184,259.4
"1127","Tuas West",2009,1.3247,103.6351,1979
"1128","Tuas West",2010,1.3247,103.6351,2330.2
"1129","Tuas West",2011,1.3247,103.6351,2741.4
"1130","Tuas West",2012,1.3247,103.6351,2218
